age,income,credit_score,loan_term,loan_amount,monthly_installment,interest_rate,repayment_status
21,46090,575,48,4000,25.606,7.52,0
22,80310,734,24,24500,303.125,14.24,0
21,79401,322,12,7000,38.031,5.98,1
37,74351,655,48,14000,168.463,14.14,0
21,140785,388,12,10000,107.365,11.82,1
46,43804,351,12,4000,49.327,13.58,0
42,39851,341,12,4000,25.756,7.09,0
47,135508,656,60,20000,140.417,8.29,0
26,58098,500,48,7000,62.905,10.56,0
65,140117,667,12,20000,130.743,7.19,1
57,64671,350,48,7000,57.522,9.66,0
56,144906,612,36,20000,162.619,9.49,1
51,87015,775,12,35000,192.234,6.04,0
48,137937,647,60,20000,141.811,8.37,0
28,57937,803,36,35000,282.723,9.43,0
21,114432,360,36,10000,72.531,8.46,1
59,63863,443,48,7000,49.028,8.23,0
35,32061,359,48,4000,27.995,8.22,0
42,88239,342,36,7000,41.567,6.93,1
64,30890,333,24,4000,34.716,9.98,0
29,62402,610,24,14000,124.738,10.25,1
57,71029,752,12,35000,371.053,11.67,0
22,108997,676,12,35000,323.982,10.19,0
37,114911,463,60,10000,90.408,10.67,0
24,98401,671,48,24500,115.03,5.52,0
47,49011,837,48,20000,219.335,12.89,0
64,86855,353,12,7000,38.883,6.11,1
33,108969,479,36,10000,101.108,11.8,1
47,49151,451,24,4000,27.011,7.77,0
37,79557,303,36,7000,76.751,12.8,0
49,30709,825,36,20000,151.717,8.85,0
39,127611,748,60,50000,538.157,12.7,0
34,101440,439,24,10000,86.496,9.95,1
39,30354,668,12,8000,41.488,5.71,1
50,63320,337,48,7000,68.304,11.47,0
65,95121,477,12,7000,82.67,13.0,0
41,128186,387,36,10000,81.597,9.52,1
22,141320,691,48,35000,254.613,8.55,0
26,115728,424,36,10000,58.313,6.8,1
50,142714,491,48,10000,70.667,8.3,0
37,38518,407,24,4000,51.658,14.86,0
46,129712,523,24,10000,128.625,14.8,0
63,135187,758,12,50000,373.944,8.23,0
62,118537,719,36,35000,234.881,7.83,1
25,143995,698,24,35000,451.697,14.85,0
53,117338,782,24,50000,420.418,9.67,0
34,94533,586,36,14000,161.654,13.48,0
37,116556,416,12,10000,132.57,14.6,0
44,62777,527,60,7000,65.953,11.12,0
64,36747,451,36,4000,20.084,5.86,0
37,78402,502,36,7000,50.175,8.36,1
37,101120,385,48,10000,109.441,12.86,0
47,72025,356,12,7000,65.784,10.35,1
38,42754,487,60,4000,18.154,5.36,0
37,99681,498,60,7000,44.318,7.47,0
27,76988,774,24,35000,165.989,5.45,0
49,142322,395,48,10000,67.965,7.99,0
38,81112,608,12,14000,182.999,14.39,0
30,100334,660,60,20000,164.211,9.69,0
42,131403,345,60,10000,108.47,12.8,0
56,49824,603,24,8000,82.754,11.9,0
34,74918,604,36,14000,107.45,8.96,1
42,146178,686,60,35000,403.213,13.6,0
49,134598,715,60,35000,413.38,13.94,0
27,98985,441,60,7000,42.562,7.18,0
56,123457,354,12,10000,52.103,5.73,1
26,113426,750,48,50000,309.122,7.27,0
41,94607,613,12,14000,87.056,6.84,1
38,61372,667,36,14000,62.178,5.18,1
56,95657,632,12,14000,149.806,11.78,1
50,85180,487,48,7000,36.538,6.13,0
36,70825,441,48,7000,63.74,10.7,0
58,61340,848,60,35000,437.445,14.75,0
47,139808,697,48,35000,165.48,5.56,0
58,143267,744,12,50000,241.769,5.32,0
61,59284,636,12,14000,177.288,13.94,0
45,69338,770,36,35000,276.03,9.2,0
23,146548,337,12,10000,66.384,7.31,1
31,104922,799,24,50000,219.545,5.05,0
43,102695,572,36,10000,121.517,14.18,0
29,62381,844,48,35000,229.358,7.7,0
53,128556,439,36,10000,67.264,7.85,1
21,49965,606,24,8000,92.73,13.34,0
51,83314,759,48,35000,376.762,12.65,0
22,64522,306,36,7000,76.059,12.68,0
52,107937,519,60,10000,96.018,11.33,0
32,136403,532,24,10000,76.995,8.86,1
22,63480,502,48,7000,70.652,11.86,0
42,134532,751,24,50000,218.42,5.02,0
33,90946,671,24,24500,203.368,9.55,1
54,109136,355,36,10000,72.079,8.41,1
63,87561,424,36,7000,54.695,9.12,1
56,123633,528,60,10000,56.851,6.71,0
48,68607,789,24,35000,262.879,8.64,0
56,73871,465,12,7000,95.328,15.0,0
40,80210,536,60,7000,71.793,12.1,0
51,122837,387,12,10000,118.817,13.08,0
31,51177,445,36,7000,72.411,12.07,0
22,90949,389,12,7000,69.363,10.91,1
61,96438,635,48,14000,123.289,10.35,0
56,74522,615,12,14000,183.293,14.42,0
44,73778,337,60,7000,54.408,9.17,0
60,124615,352,12,10000,122.91,13.53,0
49,30312,840,48,20000,173.709,10.21,0
35,122859,719,12,35000,223.658,7.03,1
24,96250,584,12,14000,157.724,12.4,0
39,81497,756,36,35000,224.544,7.49,0
46,111995,561,60,10000,88.465,10.44,0
54,145262,850,48,50000,435.342,10.23,0
48,141139,458,48,10000,69.77,8.2,0
58,137576,368,36,10000,77.129,9.0,1
60,55363,785,12,35000,441.66,13.9,0
57,40712,730,36,14000,67.6,5.63,0
46,127180,540,48,10000,89.52,10.52,0
65,66171,384,12,7000,53.25,8.37,0
60,124705,615,36,20000,135.164,7.89,1
36,73920,439,36,7000,71.39,11.9,1
31,45040,372,36,4000,34.759,10.14,0
63,82670,515,36,7000,69.129,11.52,1
59,72690,468,12,7000,69.999,11.01,0
44,73492,426,48,7000,72.307,12.14,0
31,120674,489,12,10000,53.85,5.93,1
29,107489,604,60,20000,154.772,9.13,0
42,87094,757,24,35000,363.43,11.95,0
37,112296,729,48,35000,415.729,13.96,0
47,88456,408,60,7000,33.306,5.61,0
55,115219,377,60,10000,79.304,9.36,0
62,61523,775,36,35000,439.616,14.66,0
52,52383,492,60,7000,68.209,11.5,0
35,67530,747,24,35000,334.265,10.99,0
58,33308,753,24,20000,113.619,6.53,0
25,50769,484,12,7000,63.748,10.03,1
40,72772,615,24,14000,172.501,14.18,0
22,48468,701,24,14000,77.699,6.38,1
27,56325,419,36,7000,53.652,8.94,1
39,68904,535,12,7000,70.528,11.09,1
41,51687,829,48,35000,434.771,14.6,0
54,38395,566,12,4000,45.483,12.52,0
35,32865,507,24,4000,48.042,13.82,0
22,60075,717,36,24500,270.292,12.87,0
33,33831,593,48,8000,73.024,10.73,0
33,98225,686,60,24500,171.716,8.27,0
49,92374,353,60,7000,55.0,9.27,0
57,40417,682,12,14000,100.76,7.92,0
44,97543,811,36,35000,248.01,8.27,0
56,131792,323,48,10000,67.362,7.92,0
23,40933,482,36,4000,20.586,6.01,0
55,134682,372,24,10000,106.02,12.2,0
32,117121,364,60,10000,77.053,9.09,0
59,48301,562,24,4000,34.276,9.86,0
52,108916,799,24,50000,360.481,8.29,0
39,72001,530,36,7000,72.458,12.08,0
24,131136,558,24,10000,50.565,5.82,1
65,49443,744,60,20000,204.512,12.07,0
45,130219,439,12,10000,53.347,5.87,1
63,101235,699,60,35000,439.903,14.83,0
48,72919,367,36,7000,30.554,5.09,1
57,32000,724,12,14000,75.544,5.94,0
41,83612,681,12,24500,231.753,10.41,1
39,63593,561,48,7000,71.378,11.98,0
63,88988,625,60,14000,151.141,12.74,0
48,137788,573,12,10000,74.499,8.2,1
57,53576,430,36,7000,83.957,14.0,0
60,75292,608,12,14000,74.708,5.87,0
41,39800,606,12,8000,83.847,11.54,1
60,119506,576,36,10000,122.574,14.31,0
26,114328,790,24,50000,354.603,8.16,0
48,140951,688,60,35000,298.789,10.07,0
40,144096,366,36,10000,120.284,14.04,0
60,54158,638,36,14000,89.662,7.47,0
65,56084,846,60,35000,370.193,12.48,0
61,134629,365,12,10000,108.575,11.95,1
37,41811,333,60,4000,42.002,12.39,0
52,34702,769,24,20000,249.319,14.34,0
54,56226,810,12,35000,412.769,12.99,0
34,71796,510,24,7000,79.983,13.15,0
53,96414,802,12,35000,247.435,7.78,0
58,43035,559,24,4000,30.319,8.72,0
22,70262,593,48,14000,175.604,14.74,0
42,31431,412,36,4000,27.845,8.12,0
65,116311,827,60,50000,566.681,13.38,0
40,73068,425,36,7000,37.828,6.31,1
62,37716,400,24,4000,36.098,10.38,0
26,91802,372,12,7000,83.37,13.11,0
47,64112,673,24,24500,231.916,10.89,0
41,114227,521,12,10000,113.551,12.5,0
64,67659,657,48,14000,113.27,9.51,0
38,40730,662,60,8000,99.364,14.66,0
39,72406,572,24,7000,86.391,14.2,0
50,130816,329,12,10000,63.999,7.04,1
39,136748,693,36,35000,214.602,7.15,1
42,49706,595,24,8000,96.336,13.86,0
56,117286,784,48,50000,371.321,8.73,0
37,81042,460,36,7000,83.383,13.9,0
37,129686,392,60,10000,53.51,6.31,0
38,59933,526,12,7000,55.682,8.76,1
22,106283,434,12,10000,71.006,7.82,1
22,97989,395,60,7000,88.032,14.84,0
34,74788,385,24,7000,81.927,13.47,0
40,146229,700,36,35000,186.175,6.21,1
45,48341,478,48,4000,18.134,5.33,0
24,57754,376,36,7000,36.87,6.15,1
47,74281,619,60,14000,85.032,7.17,0
39,51174,449,48,7000,39.123,6.57,0
46,111982,319,24,10000,74.258,8.54,1
54,139006,432,24,10000,91.232,10.5,1
62,39728,604,24,8000,91.329,13.13,0
39,130234,656,36,20000,176.747,10.31,1
33,131577,507,12,10000,89.05,9.8,1
42,95580,333,24,7000,45.874,7.54,1
54,131365,339,24,10000,96.73,11.13,1
58,45751,618,36,8000,47.625,6.95,0
50,78761,600,48,14000,89.962,7.55,0
39,144321,306,36,10000,115.516,13.48,0
34,38551,363,12,4000,25.651,7.06,0
39,99318,476,12,7000,73.105,11.5,1
31,54180,523,48,7000,52.284,8.78,0
26,78529,482,60,7000,59.061,9.96,0
44,147795,417,60,10000,44.044,5.2,0
27,143863,300,24,10000,53.453,6.15,1
58,54401,364,12,7000,80.391,12.64,0
59,35929,435,24,4000,28.831,8.29,0
54,133966,508,60,10000,46.944,5.54,0
62,116370,614,60,20000,179.39,10.59,0
53,139175,312,36,10000,56.781,6.63,1
48,44566,635,48,8000,62.419,9.17,0
36,77247,735,12,24500,203.663,9.15,0
31,115920,426,12,10000,69.265,7.62,1
38,82246,649,24,14000,95.988,7.89,1
50,80027,825,24,35000,178.187,5.86,0
22,103424,422,48,10000,60.224,7.08,0
24,144663,734,60,35000,183.834,6.2,0
64,52241,602,12,14000,144.219,11.34,0
48,87496,681,60,24500,171.405,8.26,0
54,45073,479,60,4000,46.739,13.79,0
23,100041,694,12,35000,178.498,5.61,0
58,139846,543,12,10000,114.344,12.59,0
51,98734,599,36,14000,166.714,13.9,0
65,121996,636,60,20000,162.814,9.61,0
53,106393,573,24,10000,62.792,7.22,1
26,105063,643,60,20000,119.849,7.07,0
31,143854,428,36,10000,56.103,6.55,1
36,68250,488,48,7000,38.629,6.48,0
42,56771,315,36,7000,78.438,13.08,0
34,117841,444,36,10000,79.948,9.33,1
51,89110,743,36,35000,269.591,8.99,0
39,38501,708,48,14000,148.503,12.47,0
53,102553,380,12,10000,106.595,11.74,1
58,57776,500,48,7000,68.484,11.5,0
30,131278,432,24,10000,111.105,12.78,0
43,55125,662,36,14000,92.19,7.68,1
38,36061,494,60,4000,33.726,9.95,0
47,37826,392,24,4000,49.018,14.1,0
33,51506,685,60,24500,203.382,9.8,0
40,87352,506,48,7000,64.549,10.84,0
21,89985,682,48,24500,189.773,9.1,0
22,92058,587,24,14000,114.476,9.41,1
44,109555,300,36,10000,109.453,12.77,0
49,105998,495,48,10000,95.013,11.17,0
41,116620,482,12,10000,85.49,9.41,1
31,50495,476,60,7000,43.243,7.29,0
57,37466,719,36,14000,118.51,9.88,0
36,32846,522,48,4000,43.657,12.83,0
59,69572,543,36,7000,60.362,10.06,0
38,140080,558,36,10000,114.956,13.42,0
28,136959,554,24,10000,46.903,5.39,1
21,103133,841,24,50000,371.928,8.56,0
31,86898,623,36,14000,140.727,11.73,1
37,147413,647,48,20000,146.906,8.63,0
31,55724,634,48,14000,88.12,7.4,0
33,111734,615,12,20000,268.094,14.76,0
38,68152,535,36,7000,65.157,10.86,1
26,56056,540,60,7000,43.699,7.37,0
53,135304,480,60,10000,87.34,10.31,0
57,51358,655,48,14000,101.751,8.54,0
64,118780,691,12,35000,455.413,14.33,0
22,116920,482,36,10000,70.496,8.23,1
38,105363,846,60,50000,491.747,11.61,0
47,30479,567,36,4000,26.981,7.87,0
35,36401,638,60,8000,47.051,6.94,0
34,109919,462,24,10000,87.775,10.1,1
44,128736,802,24,50000,444.709,10.23,0
44,126600,822,12,50000,423.727,9.33,0
42,49001,493,36,4000,33.2,9.69,0
57,54984,787,36,35000,331.771,11.06,0
23,36453,492,60,4000,24.675,7.28,0
56,52260,688,48,24500,231.873,11.12,0
27,119988,793,48,50000,628.731,14.78,0
35,71983,401,60,7000,78.592,13.25,0
47,115148,805,48,50000,270.733,6.36,0
29,141910,844,24,50000,437.831,10.07,0
48,59248,759,48,35000,309.295,10.39,0
30,142493,633,24,20000,114.981,6.61,1
43,54552,785,12,35000,361.729,11.38,0
43,50376,668,36,14000,91.269,7.61,1
49,112104,500,24,10000,80.656,9.28,1
24,108252,500,24,10000,49.265,5.67,1
21,144983,665,48,20000,107.885,6.34,0
64,101756,398,48,10000,73.921,8.69,0
43,88499,806,24,35000,161.16,5.3,0
50,121227,336,24,10000,125.568,14.45,0
65,89312,430,60,7000,82.561,13.92,0
54,141946,488,48,10000,75.132,8.83,0
27,45388,742,48,20000,212.348,12.48,0
35,38827,650,24,8000,63.204,9.09,1
42,77697,389,36,7000,84.178,14.03,0
47,107641,371,24,10000,85.931,9.89,1
40,64179,409,48,7000,35.38,5.94,0
29,110181,607,60,20000,198.305,11.7,0
37,65427,301,48,7000,31.35,5.26,0
29,136241,512,12,10000,122.79,13.52,0
59,119254,535,36,10000,101.214,11.81,1
62,80120,672,48,24500,191.514,9.19,0
57,137019,843,48,50000,534.22,12.56,0
50,56326,838,48,35000,412.403,13.85,0
55,91982,411,60,7000,83.35,14.05,0
31,45316,648,12,8000,89.362,12.3,0
48,48781,640,36,8000,71.788,10.47,1
47,130974,387,12,10000,101.006,11.12,1
32,46955,836,48,20000,85.801,5.04,0
38,77044,377,48,7000,68.999,11.58,0
45,79099,846,60,35000,192.146,6.48,0
34,44324,478,12,4000,29.346,8.08,0
26,64450,445,24,7000,42.827,7.04,1
26,58685,710,36,24500,155.355,7.4,0
22,91590,437,24,7000,32.008,5.26,1
63,46635,716,36,14000,138.764,11.57,0
63,39129,315,36,4000,42.294,12.34,0
62,72015,709,60,24500,146.871,7.07,0
51,103996,414,24,10000,110.188,12.68,0
44,110568,484,48,10000,108.166,12.71,0
39,147380,546,48,10000,75.052,8.82,0
57,139755,694,48,35000,434.466,14.59,0
28,124604,306,60,10000,105.667,12.47,0
41,61651,502,24,7000,83.248,13.68,0
30,50443,708,12,24500,313.936,14.11,0
44,87222,367,60,7000,31.558,5.32,0
44,138216,577,12,10000,78.2,8.61,1
34,140192,548,24,10000,89.696,10.32,1
57,51844,533,60,7000,39.96,6.74,0
41,78935,556,36,7000,52.094,8.68,1
39,42602,403,12,4000,45.645,12.56,0
48,37157,353,60,4000,46.212,13.64,0
35,113443,406,12,10000,94.132,10.36,1
46,96608,463,60,7000,53.227,8.97,0
46,113546,841,12,50000,237.937,5.24,0
52,49863,481,48,4000,46.708,13.72,0
29,112122,316,24,10000,85.466,9.83,1
50,67060,318,12,7000,83.543,13.14,0
52,74642,511,24,7000,71.162,11.7,1
24,70369,802,48,35000,194.232,6.52,0
54,140243,626,48,20000,236.177,13.88,0
23,78175,424,36,7000,55.901,9.32,1
63,100183,459,48,10000,115.496,13.57,0
56,128813,400,60,10000,71.126,8.39,0
51,125072,404,24,10000,114.243,13.14,0
29,62134,775,36,35000,348.794,11.63,0
40,128291,459,48,10000,98.894,11.62,0
64,102487,693,48,35000,334.893,11.25,0
57,37768,338,36,4000,34.495,10.06,0
47,146582,361,24,10000,78.175,8.99,1
62,45475,363,24,4000,37.028,10.65,0
64,138163,384,12,10000,74.883,8.24,1
54,138347,821,12,50000,287.492,6.33,0
30,88727,574,48,7000,78.734,13.22,0
24,83756,736,12,24500,176.431,7.93,1
35,88761,837,12,35000,368.674,11.6,0
64,96691,826,60,35000,292.302,9.86,0
50,127139,842,12,50000,424.368,9.34,0
44,50151,445,12,7000,87.343,13.74,0
26,147597,526,60,10000,126.447,14.92,0
54,38221,337,12,4000,49.971,13.76,0
36,40877,512,48,4000,36.556,10.74,0
58,120753,502,12,10000,134.391,14.8,0
49,101764,794,60,50000,212.692,5.02,0
28,35580,662,36,8000,46.139,6.73,1
36,146860,651,48,20000,127.693,7.5,0
27,67720,547,24,7000,59.905,9.85,1
45,125362,688,48,35000,266.372,8.94,0
53,60073,715,36,24500,221.656,10.56,0
55,124436,808,24,50000,237.315,5.46,0
62,63946,400,48,7000,80.689,13.55,0
43,90981,839,60,35000,196.024,6.61,0
57,79740,619,12,14000,161.033,12.66,0
54,133513,688,12,35000,404.192,12.72,0
53,67162,672,36,24500,118.73,5.65,0
62,74482,722,60,24500,195.799,9.43,0
58,70685,423,36,7000,40.199,6.7,0
35,47556,522,12,4000,47.183,12.99,0
57,124894,566,12,10000,77.829,8.57,1
45,143066,584,24,20000,155.998,8.97,1
35,47737,476,12,4000,29.881,8.22,0
28,49511,497,36,4000,37.895,11.06,0
50,32729,484,36,4000,39.623,11.56,0
44,58802,372,48,7000,74.606,12.53,0
41,134782,704,24,35000,420.601,13.83,0
45,81902,821,60,35000,307.911,10.38,0
37,68184,482,24,7000,53.324,8.76,1
59,66462,348,60,7000,52.852,8.91,0
42,90374,742,36,35000,417.303,13.91,0
22,30637,530,60,4000,32.852,9.69,0
28,91297,650,48,14000,148.81,12.49,0
40,115774,462,24,10000,128.058,14.73,0
28,65595,500,12,7000,80.538,12.67,0
65,54898,637,36,14000,125.037,10.42,0
46,112413,465,48,10000,108.713,12.78,0
65,142610,848,60,50000,212.807,5.02,0
26,83018,412,36,7000,30.219,5.04,1
55,71747,499,60,7000,42.528,7.17,0
61,40538,386,36,4000,23.565,6.87,0
32,125394,613,60,20000,200.299,11.82,0
62,50588,394,12,7000,54.542,8.58,0
52,38301,560,36,4000,25.469,7.43,0
57,69111,792,24,35000,365.354,12.01,0
45,81751,652,48,14000,160.622,13.48,0
50,108304,741,24,50000,277.727,6.39,0
22,57037,838,36,35000,365.968,12.2,0
44,36470,604,48,8000,66.35,9.75,0
56,145207,677,24,35000,187.86,6.17,1
39,128872,495,60,10000,45.281,5.34,0
47,32637,670,12,14000,135.799,10.68,0
51,130890,422,36,10000,83.387,9.73,1
25,81263,624,24,14000,128.403,10.55,1
52,82152,503,12,7000,76.939,12.1,0
54,103029,430,12,10000,121.428,13.37,0
41,122263,791,12,50000,466.559,10.27,0
45,66216,781,60,35000,152.167,5.13,0
34,99057,386,12,7000,35.569,5.59,1
63,129603,467,24,10000,72.857,8.38,1
56,37347,660,24,8000,52.146,7.5,0
60,146229,368,48,10000,44.754,5.26,0
28,114886,317,36,10000,59.341,6.92,1
62,86102,348,48,7000,54.853,9.21,0
45,129880,592,60,20000,222.105,13.11,0
23,130966,522,24,10000,115.2,13.25,0
48,133008,396,48,10000,96.416,11.33,0
26,133890,413,36,10000,76.902,8.97,1
34,53049,562,48,7000,68.65,11.53,0
58,145150,738,60,35000,429.965,14.5,0
21,106763,760,60,50000,387.679,9.15,0
42,61155,765,60,35000,195.632,6.6,0
44,136006,374,24,10000,109.3,12.58,0
60,75418,776,24,35000,391.124,12.86,0
42,140382,568,12,10000,63.383,6.98,1
27,64466,549,36,7000,37.352,6.23,1
29,133123,588,60,20000,132.672,7.83,0
58,79122,450,36,7000,35.644,5.94,0
61,49197,580,24,8000,59.078,8.49,0
33,101304,818,24,50000,630.467,14.51,0
43,68737,616,48,14000,90.699,7.61,0
49,80042,324,24,7000,68.839,11.31,1
50,58503,631,60,14000,61.763,5.21,0
38,49635,765,60,20000,251.459,14.84,0
47,53358,822,48,35000,181.815,6.1,0
42,33537,821,12,20000,140.068,7.71,0
30,45332,676,36,14000,129.66,10.81,0
47,118918,307,24,10000,96.606,11.11,1
43,60634,470,48,7000,47.579,7.99,0
30,91896,402,24,7000,63.226,10.39,1
27,133780,567,12,10000,75.652,8.33,1
55,136085,611,48,20000,252.16,14.82,0
43,40967,784,60,20000,208.996,12.33,0
51,87676,752,12,35000,232.064,7.3,0
37,114623,753,24,50000,464.508,10.69,0
42,44064,792,36,20000,130.585,7.62,0
37,39448,716,36,14000,179.861,14.99,0
53,124019,406,60,10000,107.918,12.74,0
38,53560,682,36,24500,126.799,6.04,0
60,51592,804,24,35000,331.952,10.91,0
55,33704,352,36,4000,41.514,12.11,0
50,75482,423,60,7000,58.479,9.86,0
55,110094,428,36,10000,66.02,7.7,1
31,96613,449,36,7000,77.684,12.95,0
41,89825,806,12,35000,249.708,7.85,0
25,147422,529,24,10000,124.567,14.33,0
28,149322,787,48,50000,222.567,5.23,0
23,149555,679,60,35000,171.156,5.77,0
22,75970,808,12,35000,410.386,12.91,0
45,58721,472,12,7000,80.939,12.73,0
25,47029,378,60,4000,45.499,13.42,0
31,35699,312,60,4000,46.478,13.71,0
54,35185,517,24,4000,34.186,9.83,0
43,80601,326,24,7000,63.091,10.37,1
62,117703,456,48,10000,59.644,7.01,0
36,59732,779,24,35000,188.247,6.19,0
59,78691,765,48,35000,194.294,6.52,0
58,133898,840,60,50000,395.314,9.33,0
24,147630,501,36,10000,106.639,12.44,0
61,83704,546,48,7000,59.263,9.95,0
55,128986,401,36,10000,65.853,7.68,1
31,145585,714,60,35000,186.3,6.28,0
39,91133,450,48,7000,56.128,9.42,0
34,53687,760,24,35000,359.887,11.83,0
53,44213,788,36,20000,113.904,6.65,0
28,44365,458,24,4000,40.77,11.73,0
33,88334,729,36,24500,262.782,12.52,0
25,136552,387,48,10000,67.49,7.93,0
53,123609,747,60,50000,425.542,10.04,0
22,110490,560,24,10000,128.466,14.78,0
46,102975,533,60,10000,77.252,9.12,0
60,100924,594,24,20000,97.56,5.61,1
53,58018,556,24,7000,90.595,14.89,0
33,60935,436,36,7000,49.803,8.3,1
36,95556,304,24,7000,55.007,9.04,1
51,98385,694,48,24500,142.331,6.83,0
31,143476,633,60,20000,162.153,9.57,0
42,137336,726,24,35000,247.618,8.14,1
39,64857,632,36,14000,82.338,6.86,1
63,119378,468,36,10000,62.782,7.33,1
45,62060,838,12,35000,320.353,10.08,0
62,142672,388,48,10000,58.165,6.84,0
32,39970,594,36,8000,62.951,9.18,0
38,93295,694,60,24500,265.289,12.78,0
38,86493,528,60,7000,39.514,6.66,0
38,120525,496,48,10000,51.399,6.04,0
43,86986,477,36,7000,45.097,7.52,1
32,146563,604,60,20000,139.327,8.22,0
65,123549,760,60,50000,581.685,13.73,0
27,35338,809,36,20000,95.003,5.54,0
33,42945,444,12,4000,33.006,9.08,0
29,69817,510,60,7000,33.818,5.7,0
48,37432,431,48,4000,48.43,14.23,0
30,103099,789,48,50000,241.232,5.67,0
49,85276,529,60,7000,37.267,6.28,0
64,137417,830,36,50000,245.499,5.73,0
46,90995,336,36,7000,74.188,12.37,0
65,97705,799,12,35000,359.45,11.31,0
27,55363,798,48,35000,205.032,6.88,0
32,92319,607,24,14000,88.015,7.23,1
30,118724,703,48,35000,386.863,12.99,0
23,144862,598,36,20000,202.387,11.81,1
60,42554,667,48,8000,47.464,6.97,0
56,149418,397,36,10000,84.04,9.81,1
47,113178,381,36,10000,114.794,13.4,0
29,109878,474,60,10000,80.367,9.48,0
57,61765,534,36,7000,86.59,14.44,0
59,103438,664,48,20000,180.122,10.58,0
51,84155,490,48,7000,31.423,5.28,0
44,81355,302,60,7000,37.913,6.39,0
55,134538,457,36,10000,59.074,6.89,1
31,39509,429,60,4000,46.067,13.59,0
65,137037,430,36,10000,125.833,14.69,0
39,46014,502,12,4000,45.687,12.58,0
60,107341,732,12,35000,257.293,8.09,0
40,115287,374,48,10000,100.59,11.82,0
39,47122,666,12,8000,62.562,8.61,1
24,90812,401,36,7000,60.152,10.03,1
21,36379,738,60,14000,79.449,6.7,0
55,141558,365,60,10000,51.951,6.13,0
48,146676,307,48,10000,81.928,9.63,0
32,50986,335,48,7000,87.592,14.71,0
43,144191,409,48,10000,55.004,6.46,0
50,133273,423,24,10000,61.167,7.04,1
28,80631,491,48,7000,51.341,8.62,0
33,112174,376,60,10000,114.415,13.5,0
30,64074,366,36,7000,87.285,14.55,0
